Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
13,1978,RF,Tom Grieve,30,54,110,101,5,21,3,0,2,8,0,1,9,23,0.208,0.273,0.297,0.57,63,30,3,0,0,0,0,Right,No
14,1978,UT,Ed Kranepool,33,66,93,81,7,17,2,0,3,19,0,0,8,12,0.21,0.28,0.346,0.625,78,28,4,1,0,3,2,Left,No
15,1978,RF,Dan Norman,23,19,67,64,7,17,0,1,4,10,1,0,2,14,0.266,0.284,0.484,0.768,115,31,0,0,0,1,0,Right,No
16,1978,SS,Sergio Ferrer,27,37,40,33,8,7,0,1,0,1,1,0,4,7,0.212,0.316,0.273,0.589,69,9,2,1,2,0,0,Right,Yes
17,1978,OF,Gil Flores,25,11,33,29,8,8,0,1,0,1,1,0,3,5,0.276,0.344,0.345,0.689,97,10,0,0,1,0,0,Right,No
18,1978,RF,Ken Henderson,32,7,26,22,2,5,2,0,1,4,0,1,4,4,0.227,0.346,0.455,0.801,127,10,0,0,0,0,1,Right,Yes
19,1978,UT,Alex Trevino,20,6,13,12,3,3,0,0,0,0,0,0,1,2,0.25,0.308,0.25,0.558,61,3,1,0,0,0,0,Right,No
20,1978,C,Butch Benton,20,4,5,4,1,2,0,0,0,2,0,0,0,0,0.5,0.6,0.5,1.1,217,2,0,1,0,0,0,Right,No
21,1978,P,Craig Swan,27,29,76,65,2,10,0,0,0,3,0,0,3,15,0.154,0.191,0.154,0.345,0,10,1,0,8,0,0,Right,No
22,1978,P,Jerry Koosman,35,38,75,70,1,6,3,0,0,2,0,0,0,27,0.086,0.086,0.129,0.214,-40,9,0,0,5,0,0,Right,No
23,1978,P,Nino Espinosa,24,32,75,67,6,14,3,0,0,4,0,0,1,28,0.209,0.221,0.254,0.474,35,17,0,0,7,0,0,Right,No
24,1978,P,Pat Zachry,26,21,52,43,4,3,0,0,0,0,0,0,4,19,0.07,0.149,0.07,0.219,-36,3,2,0,5,0,0,Right,No
25,1978,P,Mike Bruhert,27,27,41,40,0,3,0,0,0,0,0,0,0,21,0.075,0.075,0.075,0.15,-57,3,0,0,1,0,0,Right,No
26,1978,P,Kevin Kobel,24,32,30,25,3,4,1,0,0,2,0,0,1,8,0.16,0.192,0.2,0.392,12,5,0,0,4,0,0,Right,No
27,1978,P,Tom Hausman,25,10,19,17,1,3,1,0,0,2,0,0,1,5,0.176,0.222,0.235,0.458,31,4,0,0,1,0,0,Right,No
28,1978,P,Skip Lockwood,31,57,13,11,1,2,1,0,1,1,0,0,0,5,0.182,0.182,0.545,0.727,100,6,0,0,2,0,0,Right,No
29,1978,P,Dale Murray,28,53,8,7,1,0,0,0,0,0,0,0,1,4,0.0,0.125,0.0,0.125,-61,0,0,0,0,0,0,Right,No
30,1978,P,Dwight Bernard,26,30,6,5,0,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0.533,56,1,0,0,0,0,0,Right,No
31,1978,P,Roy Lee Jackson,24,4,3,3,0,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333,282,2,0,0,0,0,0,Right,No
32,1978,P,Juan Berenguer,23,5,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1978,P,Bob Myrick,25,17,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,1978,P,Paul Siebert,25,27,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
35,1978,P,Mardie Cornejo,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,1978,P,Butch Metzger,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1977,C,John Stearns,25,139,521,431,52,108,25,1,12,55,9,8,77,76,0.251,0.37,0.397,0.767,112,171,15,7,1,4,7,Right,No
2,1977,1B,John Milner,27,131,453,388,43,99,20,3,12,57,6,2,61,55,0.255,0.353,0.415,0.768,111,161,9,0,0,4,7,Left,No
3,1977,2B,Felix Millan,33,91,340,314,40,78,11,2,2,21,1,1,18,9,0.248,0.294,0.315,0.609,68,99,8,3,3,2,3,Right,No
4,1977,SS,Bud Harrelson,33,107,305,269,25,48,6,2,1,12,5,4,27,28,0.178,0.255,0.227,0.482,34,61,3,1,7,1,1,Right,Yes
5,1977,3B,Lenny Randle,28,136,585,513,78,156,22,7,5,27,33,21,65,70,0.304,0.383,0.404,0.787,118,207,15,2,3,2,3,Right,Yes
6,1977,LF,Steve Henderson,24,99,398,350,67,104,16,6,12,65,6,3,43,79,0.297,0.372,0.48,0.852,133,168,13,1,0,4,2,Right,No
7,1977,CF,Lee Mazzilli,22,159,618,537,66,134,24,3,6,46,22,15,72,72,0.25,0.34,0.339,0.679,88,182,4,3,4,2,6,Right,Yes
8,1977,RF,Mike Vail,25,108,303,279,29,73,12,1,8,35,0,7,19,58,0.262,0.31,0.398,0.708,94,111,9,2,0,3,0,Right,No
9,1977,OF,Bruce Boisclair,24,127,347,307,41,90,21,1,4,44,6,4,31,57,0.293,0.359,0.407,0.766,111,125,5,1,7,1,0,Left,No
10,1977,UT,Ed Kranepool,32,108,309,281,28,79,17,0,10,40,1,4,23,20,0.281,0.33,0.448,0.778,113,126,10,0,0,5,7,Left,No
11,1977,MI,Doug Flynn,26,90,300,282,14,54,6,1,0,14,1,3,11,23,0.191,0.22,0.22,0.44,22,62,4,0,5,2,2,Right,No
12,1977,UT,Dave Kingman,28,58,228,211,22,44,7,0,9,28,3,2,13,66,0.209,0.263,0.37,0.633,73,78,3,3,0,1,3,Right,No
13,1977,2B,Joel Youngblood,25,70,197,182,16,46,11,1,0,11,1,3,13,40,0.253,0.301,0.324,0.625,73,59,6,0,1,1,1,Right,No
14,1977,3B,Roy Staiger,27,40,129,123,16,31,9,0,2,11,1,0,4,20,0.252,0.276,0.374,0.65,78,46,2,0,2,0,0,Right,No
15,1977,C,Jerry Grote,34,42,128,115,8,31,3,1,0,7,0,0,9,12,0.27,0.333,0.313,0.646,80,36,5,2,2,0,1,Right,No
16,1977,C,Ron Hodges,28,66,126,117,6,31,4,0,1,5,0,2,9,17,0.265,0.317,0.325,0.642,78,38,0,0,0,0,1,Left,No
17,1977,IF,Mike Phillips,26,38,90,86,5,18,2,1,1,3,0,1,2,15,0.209,0.244,0.291,0.535,47,25,1,2,0,0,0,Left,No
18,1977,IF,Bobby Valentine,27,42,90,83,8,11,1,0,1,3,0,0,6,9,0.133,0.191,0.181,0.372,3,15,4,0,1,0,0,Right,No
19,1977,2B,Leo Foster,26,36,81,75,6,17,3,0,0,6,3,1,5,14,0.227,0.284,0.267,0.551,53,20,2,1,0,0,0,Right,No
20,1977,CI,Joe Torre,36,26,54,51,2,9,3,0,1,9,0,0,2,10,0.176,0.204,0.294,0.498,36,15,3,0,0,1,1,Right,No
21,1977,UT,Luis Rosado,21,9,28,24,1,5,1,0,0,3,0,0,1,3,0.208,0.25,0.25,0.5,39,6,1,1,0,2,0,Right,No
22,1977,OF,Dan Norman,22,7,20,16,2,4,1,0,0,0,0,0,4,2,0.25,0.4,0.313,0.713,100,5,1,0,0,0,0,Right,No
23,1977,OF,Pepe Mangual,25,8,8,7,1,1,0,0,0,2,0,0,1,4,0.143,0.25,0.143,0.393,12,1,0,0,0,0,0,Right,No
24,1977,2B,Luis Alvarado,28,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
25,1977,P,Jerry Koosman,34,32,79,72,2,8,0,0,1,7,0,0,0,30,0.111,0.122,0.153,0.274,-25,11,2,1,5,1,0,Right,No
26,1977,P,Nino Espinosa,23,32,72,62,1,8,1,0,0,5,0,0,3,15,0.129,0.169,0.145,0.314,-12,9,3,0,7,0,0,Right,No
27,1977,P,Jon Matlack,27,26,58,50,1,3,1,0,0,0,0,0,7,27,0.06,0.175,0.08,0.255,-27,4,2,0,1,0,0,Left,No
28,1977,P,Craig Swan,26,26,54,48,3,9,0,0,0,0,0,0,0,12,0.188,0.188,0.188,0.375,4,9,0,0,6,0,0,Right,No
29,1977,P,Pat Zachry,25,19,43,42,0,6,0,0,0,1,0,0,0,13,0.143,0.143,0.143,0.286,-21,6,4,0,1,0,0,Right,No
30,1977,P,Tom Seaver,32,13,36,31,1,5,0,0,0,4,0,0,2,12,0.161,0.206,0.161,0.367,3,5,0,0,2,1,0,Right,No
31,1977,P,Jackson Todd,25,19,18,17,0,1,0,0,0,0,0,0,1,8,0.059,0.111,0.059,0.17,-51,1,1,0,0,0,0,Right,No
32,1977,P,Skip Lockwood,30,63,18,15,1,3,0,0,0,1,0,0,0,1,0.2,0.2,0.2,0.4,11,3,1,0,3,0,0,Right,No
33,1977,P,Bob Myrick,24,44,11,11,0,2,0,0,0,2,0,0,0,3,0.182,0.182,0.182,0.364,1,2,0,0,0,0,0,Right,No
34,1977,P,Bob Apodaca,27,59,8,6,0,1,0,0,0,1,0,0,0,3,0.167,0.167,0.167,0.333,-8,1,0,0,1,0,0,Right,No
35,1977,P,Roy Lee Jackson,23,4,7,6,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
36,1977,P,Rick Baldwin,24,40,4,4,1,2,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1.0,177,2,0,0,0,0,0,Left,No
37,1977,P,Doc Medich,28,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,1977,P,Paul Siebert,24,25,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
39,1977,P,John Pacella,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,1977,P,Ray Sadecki,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1976,C,Jerry Grote,33,101,366,323,30,88,14,2,4,28,1,2,38,19,0.272,0.35,0.365,0.715,110,118,15,1,3,1,4,Right,No
2,1976,1B,Ed Kranepool,31,123,455,415,47,121,17,1,10,49,1,0,35,38,0.292,0.344,0.41,0.754,121,170,10,0,2,3,4,Left,No
3,1976,2B,Felix Millan,32,139,587,531,55,150,25,2,1,35,2,4,41,19,0.282,0.341,0.343,0.684,101,182,15,7,6,2,5,Right,No
4,1976,SS,Bud Harrelson,32,118,432,359,34,84,12,4,1,26,9,3,63,56,0.234,0.351,0.298,0.649,92,107,1,2,8,0,5,Right,Yes
5,1976,3B,Roy Staiger,26,95,335,304,23,67,8,1,2,26,3,3,25,35,0.22,0.278,0.273,0.551,62,83,8,1,1,4,6,Right,No
6,1976,LF,John Milner,26,127,511,443,56,120,25,4,15,78,0,7,65,53,0.271,0.362,0.447,0.809,137,198,12,0,0,3,1,Left,No
7,1976,CF,Del Unser,31,77,303,276,28,63,13,2,5,25,4,4,18,40,0.228,0.275,0.344,0.619,81,95,4,1,5,3,1,Left,No
8,1976,RF,Dave Kingman,27,123,510,474,70,113,14,1,37,86,7,4,28,135,0.238,0.286,0.506,0.793,129,240,11,5,0,3,4,Right,No
9,1976,1B,Joe Torre,35,114,340,310,36,95,10,3,5,31,1,3,21,35,0.306,0.358,0.406,0.764,124,126,16,5,2,2,1,Right,No
10,1976,OF,Bruce Boisclair,23,110,320,286,42,82,13,3,2,13,9,5,28,55,0.287,0.35,0.374,0.724,113,107,3,0,6,0,5,Left,No
11,1976,3B,Wayne Garrett,28,80,305,251,36,56,8,1,4,26,7,5,52,26,0.223,0.359,0.311,0.669,98,78,5,1,1,0,5,Left,No
12,1976,MI,Mike Phillips,25,87,296,262,30,67,4,6,4,29,2,2,25,29,0.256,0.315,0.363,0.678,99,95,2,0,3,5,8,Left,No
13,1976,C,Ron Hodges,27,56,184,155,21,35,6,0,4,24,2,0,27,16,0.226,0.339,0.342,0.681,100,53,4,0,1,1,2,Left,No
14,1976,RF,Mike Vail,24,53,152,143,8,31,5,1,0,9,0,1,6,19,0.217,0.243,0.266,0.509,49,38,4,0,0,3,0,Right,No
15,1976,C,John Stearns,24,32,121,103,13,27,6,0,2,10,1,2,16,11,0.262,0.364,0.379,0.742,118,39,4,1,0,1,0,Right,No
16,1976,CF,Pepe Mangual,24,41,115,102,15,19,5,2,1,9,7,3,10,32,0.186,0.259,0.304,0.563,65,31,0,0,3,0,0,Right,No
17,1976,CF,Lee Mazzilli,21,24,93,77,9,15,2,0,2,7,5,4,14,10,0.195,0.323,0.299,0.621,83,23,0,1,0,1,0,Right,Yes
18,1976,CF,Leon Brown,27,64,74,70,11,15,3,0,0,2,2,4,4,4,0.214,0.257,0.257,0.514,51,18,3,0,0,0,0,Right,No
19,1976,IF,Leo Foster,25,24,67,59,11,12,2,0,1,15,3,0,8,5,0.203,0.299,0.288,0.587,73,17,0,0,0,0,1,Right,No
20,1976,OF,Benny Ayala,25,22,28,26,2,3,0,0,1,2,0,1,2,6,0.115,0.179,0.231,0.409,20,6,0,0,0,0,0,Right,No
21,1976,OF,Billy Baldwin,28,9,24,22,4,6,1,1,1,5,0,0,1,2,0.273,0.292,0.545,0.837,142,12,0,0,0,1,0,Left,No
22,1976,RF,Jim Dwyer,26,11,15,13,2,2,0,0,0,0,0,0,2,1,0.154,0.267,0.154,0.421,26,2,0,0,0,0,1,Left,No
23,1976,MI,Jack Heidemann,26,5,12,12,0,1,0,0,0,0,0,0,0,0,0.083,0.083,0.083,0.167,-51,1,0,0,0,0,0,Right,No
24,1976,C,Jay Kleven,26,2,5,5,0,1,0,0,0,2,0,0,0,1,0.2,0.2,0.2,0.4,18,1,1,0,0,0,0,Right,No
25,1976,P,Jon Matlack,26,35,104,88,10,17,1,0,0,9,0,0,8,35,0.193,0.268,0.205,0.473,40,18,3,1,7,0,0,Left,No
26,1976,P,Tom Seaver,31,35,100,82,5,7,0,0,0,3,0,0,9,26,0.085,0.176,0.085,0.261,-21,7,1,0,9,0,0,Right,No
27,1976,P,Jerry Koosman,33,34,94,79,5,17,2,0,0,6,0,0,2,34,0.215,0.235,0.241,0.475,40,19,1,0,13,0,0,Right,No
28,1976,P,Mickey Lolich,35,31,71,54,5,7,0,0,0,1,0,0,5,25,0.13,0.217,0.13,0.346,4,7,2,1,11,0,0,Right,Yes
29,1976,P,Craig Swan,25,23,49,39,3,4,0,0,0,1,0,0,3,17,0.103,0.186,0.103,0.289,-13,4,0,1,6,0,0,Right,No
30,1976,P,Skip Lockwood,29,56,23,18,2,6,1,0,0,2,0,1,2,3,0.333,0.4,0.389,0.789,132,7,0,0,3,0,0,Right,No
31,1976,P,Bob Apodaca,26,43,18,16,0,2,1,0,0,0,0,0,1,3,0.125,0.176,0.188,0.364,7,3,2,0,1,0,0,Right,No
32,1976,P,Nino Espinosa,22,12,11,9,1,0,0,0,0,0,0,0,1,3,0.0,0.1,0.0,0.1,-69,0,0,0,1,0,0,Right,No
33,1976,P,Rick Baldwin,23,11,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,96,1,0,0,0,0,0,Left,No
34,1976,P,Bob Myrick,23,21,3,3,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,1976,P,Ken Sanders,34,31,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1976,P,Hank Webb,26,8,2,1,1,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,56,0,0,0,0,0,0,Right,No
37,1976,P,Tom Hall,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1975,C,Jerry Grote,32,119,428,386,28,114,14,5,2,39,0,1,38,23,0.295,0.357,0.373,0.731,108,144,11,1,0,3,8,Right,No
2,1975,1B,Ed Kranepool,30,106,357,325,42,105,16,0,4,43,1,1,27,21,0.323,0.37,0.409,0.779,121,133,12,0,0,5,6,Left,No
3,1975,2B,Felix Millan,31,162,743,676,81,191,37,2,1,56,1,6,36,28,0.283,0.329,0.348,0.677,93,235,17,12,17,2,2,Right,No
4,1975,SS,Mike Phillips,24,116,417,383,31,98,10,7,1,28,3,0,25,47,0.256,0.3,0.326,0.627,78,125,8,1,2,4,5,Left,No
5,1975,3B,Wayne Garrett,27,107,328,274,49,73,8,3,6,34,3,2,50,45,0.266,0.379,0.383,0.762,117,105,3,1,1,2,4,Left,No
6,1975,LF,Dave Kingman,26,134,543,502,65,116,22,1,36,88,7,5,34,153,0.231,0.284,0.494,0.778,118,248,13,4,1,2,5,Right,No
7,1975,CF,Del Unser,30,147,580,531,65,156,18,2,10,53,4,3,37,76,0.294,0.337,0.392,0.729,107,208,8,0,8,4,6,Left,No
8,1975,RF,Rusty Staub,31,155,670,574,93,162,30,4,19,105,2,0,77,55,0.282,0.371,0.448,0.818,132,257,18,9,1,9,14,Left,No
9,1975,CI,Joe Torre,34,114,400,361,33,89,16,3,6,35,0,0,35,55,0.247,0.317,0.357,0.674,91,129,22,2,2,0,3,Right,No
10,1975,UT,John Milner,25,91,255,220,24,42,11,0,7,29,1,1,33,22,0.191,0.302,0.336,0.638,81,74,5,2,0,0,4,Left,No
11,1975,OF,Gene Clines,28,82,216,203,25,46,6,3,0,10,4,4,11,21,0.227,0.269,0.286,0.554,58,58,4,1,0,1,1,Right,No
12,1975,C,John Stearns,23,59,193,169,25,32,5,1,3,10,4,1,17,15,0.189,0.268,0.284,0.552,57,48,6,2,3,2,4,Right,No
13,1975,LF,Mike Vail,23,38,171,162,17,49,8,1,3,17,0,0,9,37,0.302,0.339,0.42,0.759,115,68,3,0,0,0,1,Right,No
14,1975,SS,Jack Heidemann,25,61,167,145,12,31,4,2,1,16,1,0,17,28,0.214,0.291,0.29,0.581,66,42,2,0,2,3,3,Right,No
15,1975,OF,Jesús Alou,33,62,108,102,8,27,3,0,0,11,0,1,4,5,0.265,0.299,0.294,0.593,69,30,4,1,1,0,2,Right,No
16,1975,SS,Bud Harrelson,31,34,87,73,5,16,2,0,0,3,0,0,12,13,0.219,0.329,0.247,0.576,66,18,1,0,2,0,2,Right,Yes
17,1975,LF,Cleon Jones,32,21,53,50,2,12,1,0,0,2,0,0,3,6,0.24,0.283,0.26,0.543,55,13,0,0,0,0,0,Right,No
18,1975,C,Ron Hodges,26,9,37,34,3,7,1,0,2,4,0,0,1,6,0.206,0.229,0.412,0.64,79,14,1,0,2,0,0,Left,No
19,1975,3B,Roy Staiger,25,13,19,19,2,3,1,0,0,0,0,0,0,4,0.158,0.158,0.211,0.368,4,4,2,0,0,0,0,Right,No
20,1975,OF,Bob Gallagher,27,33,16,15,5,2,1,0,0,0,0,0,1,3,0.133,0.188,0.2,0.388,10,3,1,0,0,0,0,Left,No
21,1975,,Brock Pemberton,21,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes
22,1975,P,Tom Seaver,30,37,111,95,7,17,1,0,0,5,0,0,8,24,0.179,0.25,0.189,0.439,26,18,2,1,7,0,0,Right,No
23,1975,P,Jerry Koosman,32,36,89,78,4,14,2,0,0,6,1,0,4,31,0.179,0.22,0.205,0.425,21,16,0,0,7,0,0,Right,No
24,1975,P,Jon Matlack,25,33,88,70,6,7,0,0,0,2,0,0,13,33,0.1,0.241,0.1,0.341,0,7,0,0,5,0,0,Left,No
25,1975,P,Randy Tate,22,26,47,41,2,0,0,0,0,0,0,1,1,22,0.0,0.024,0.0,0.024,-93,0,0,0,5,0,0,Right,No
26,1975,P,Hank Webb,25,31,33,31,5,8,0,0,0,3,0,0,2,7,0.258,0.303,0.258,0.561,61,8,0,0,0,0,0,Right,No
27,1975,P,George Stone,28,13,21,18,2,3,0,0,0,2,0,0,1,5,0.167,0.211,0.167,0.377,8,3,0,0,2,0,0,Left,No
28,1975,P,Rick Baldwin,22,54,17,15,1,3,0,0,0,0,0,0,0,5,0.2,0.2,0.2,0.4,14,3,0,0,2,0,0,Left,No
29,1975,P,Bob Apodaca,25,46,12,11,2,4,0,0,0,0,0,0,1,5,0.364,0.417,0.364,0.78,124,4,0,0,0,0,0,Right,No
30,1975,P,Craig Swan,24,6,9,7,0,0,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,-100,0,0,0,2,0,0,Right,No
31,1975,P,Harry Parker,27,18,7,2,0,0,0,0,0,1,0,0,4,2,0.0,0.667,0.0,0.667,102,0,0,0,1,0,0,Right,No
32,1975,P,Skip Lockwood,28,24,7,6,0,1,0,0,0,1,0,0,0,0,0.167,0.167,0.167,0.333,-5,1,0,0,1,0,0,Right,No
33,1975,P,Tom Hall,27,35,6,5,2,2,0,0,0,0,0,0,0,1,0.4,0.4,0.4,0.8,128,2,0,0,1,0,0,Left,No
34,1975,P,Ken Sanders,33,30,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,1975,P,Nino Espinosa,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,1975,P,Jerry Cram,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,1975,P,Mac Scarce,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1974,C,Jerry Grote,31,97,363,319,25,82,8,1,5,36,0,1,33,33,0.257,0.326,0.335,0.661,87,107,11,2,4,5,4,Right,No
2,1974,1B,John Milner,24,137,576,507,70,128,19,0,20,63,10,2,66,77,0.252,0.337,0.408,0.745,109,207,18,0,0,3,9,Left,No
3,1974,2B,Felix Millan,30,136,585,518,50,139,15,2,1,33,5,1,31,14,0.268,0.317,0.311,0.628,78,161,12,8,24,4,2,Right,No
4,1974,SS,Bud Harrelson,30,106,412,331,48,75,10,0,1,13,9,4,71,39,0.227,0.366,0.266,0.632,80,88,5,2,8,0,1,Right,Yes
5,1974,3B,Wayne Garrett,26,151,619,522,55,117,14,3,13,53,4,6,89,96,0.224,0.337,0.337,0.674,91,176,6,2,2,4,7,Left,No
6,1974,LF,Cleon Jones,31,124,510,461,62,130,23,1,13,60,3,3,38,79,0.282,0.343,0.421,0.763,114,194,11,6,2,3,3,Right,No
7,1974,CF,Don Hahn,25,110,366,323,34,81,14,1,4,28,2,0,37,34,0.251,0.328,0.337,0.665,88,109,10,1,3,2,5,Right,No
8,1974,RF,Rusty Staub,30,151,649,561,65,145,22,2,19,78,2,1,77,39,0.258,0.347,0.406,0.754,112,228,21,3,1,7,12,Left,No
9,1974,SS,Ted Martinez,26,116,355,334,32,73,15,7,2,43,3,2,14,40,0.219,0.247,0.323,0.571,60,108,13,0,3,4,4,Right,No
10,1974,CF,Dave Schneck,25,93,272,254,23,52,11,1,5,25,4,1,16,43,0.205,0.254,0.315,0.569,60,80,1,1,0,1,2,Left,No
11,1974,IF,Ken Boswell,28,96,244,222,19,48,6,1,2,15,0,1,18,19,0.216,0.277,0.279,0.556,57,62,8,1,2,1,1,Left,No
12,1974,UT,Ed Kranepool,29,94,237,217,20,65,11,1,4,24,1,0,18,14,0.3,0.35,0.415,0.765,115,90,5,0,0,2,0,Left,No
13,1974,C,Duffy Dyer,28,63,162,142,14,30,1,1,0,10,0,0,18,15,0.211,0.302,0.232,0.535,52,33,6,1,0,1,2,Right,No
14,1974,C,Ron Hodges,25,59,158,136,16,30,4,0,4,14,0,0,19,11,0.221,0.31,0.338,0.648,83,46,2,0,0,3,3,Left,No
15,1974,UT,George Theodore,27,60,89,76,7,12,1,0,1,1,0,0,8,14,0.158,0.247,0.211,0.458,30,16,7,1,4,0,0,Right,No
16,1974,LF,Benny Ayala,23,23,78,68,9,16,1,0,2,8,0,0,7,17,0.235,0.308,0.338,0.646,82,23,3,1,0,2,0,Right,No
17,1974,OF,Jim Gosger,31,26,37,33,3,3,0,0,0,0,0,0,3,2,0.091,0.167,0.091,0.258,-26,3,2,0,1,0,1,Left,No
18,1974,1B,Brock Pemberton,20,11,22,22,0,4,0,0,0,1,0,1,0,3,0.182,0.182,0.182,0.364,3,4,0,0,0,0,0,Right,Yes
19,1974,OF,Bruce Boisclair,21,7,13,12,0,3,1,0,0,1,0,0,1,4,0.25,0.308,0.333,0.641,81,4,1,0,0,0,0,Left,No
20,1974,IF,Rich Puig,21,4,11,10,0,0,0,0,0,0,0,0,1,2,0.0,0.091,0.0,0.091,-73,0,0,0,0,0,0,Left,No
21,1974,C,Ike Hampton,22,4,5,4,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,1,0,Right,Yes
22,1974,P,Jerry Koosman,31,35,103,86,5,16,2,1,0,5,0,0,7,29,0.186,0.247,0.233,0.48,36,20,2,0,10,0,0,Right,No
23,1974,P,Jon Matlack,24,34,96,79,3,8,0,0,0,8,0,0,5,34,0.101,0.153,0.101,0.254,-27,8,1,0,11,1,0,Left,No
24,1974,P,Tom Seaver,29,32,87,71,3,7,0,0,0,4,0,0,9,28,0.099,0.2,0.099,0.299,-14,7,3,0,7,0,0,Right,No
25,1974,P,Harry Parker,26,40,41,36,1,0,0,0,0,1,0,0,2,20,0.0,0.053,0.0,0.053,-84,0,0,0,3,0,0,Right,No
26,1974,P,Bob Apodaca,24,35,30,25,2,3,2,0,0,2,0,0,3,6,0.12,0.207,0.2,0.407,15,5,0,0,1,1,0,Right,No
27,1974,P,Ray Sadecki,33,34,28,27,1,7,0,0,0,2,0,0,1,1,0.259,0.286,0.259,0.545,54,7,0,0,0,0,0,Left,No
28,1974,P,George Stone,27,15,27,26,0,3,0,0,0,4,0,0,1,5,0.115,0.148,0.115,0.264,-25,3,0,0,0,0,0,Left,No
29,1974,P,Tug McGraw,29,41,17,14,2,1,1,0,0,3,0,0,2,5,0.071,0.188,0.143,0.33,-6,2,0,0,1,0,0,Right,No
30,1974,P,Craig Swan,23,7,12,11,2,4,0,0,0,1,0,0,1,2,0.364,0.417,0.364,0.78,121,4,0,0,0,0,0,Right,No
31,1974,P,Bob Miller,35,58,9,9,0,1,1,0,0,0,0,0,0,4,0.111,0.111,0.222,0.333,-8,2,0,0,0,0,0,Right,No
32,1974,P,Randy Sterling,23,3,3,2,0,0,0,0,0,0,0,0,1,2,0.0,0.333,0.0,0.333,0,0,0,0,0,0,0,Right,Yes
33,1974,P,Jerry Cram,26,10,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,88,1,0,0,0,0,0,Right,No
34,1974,P,Hank Webb,24,3,3,3,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,1974,P,Nino Espinosa,20,2,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,183,1,0,0,0,0,0,Right,No
36,1974,P,Jack Aker,33,24,2,2,1,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5,315,2,0,0,0,0,0,Right,No
